,data_index,link,position_name,company_name
1399,1693,https://justjoin.it/offers/xtb-devops-engineer-warszawa-devops,DevOps Engineer,XTB
1400,1694,https://justjoin.it/offers/xtm-international-senior-devops-engineer-poznan-devops,Senior DevOps Engineer,XTM International
1401,1695,https://justjoin.it/offers/google-core-platform-bsp-engineering-manager-pixel-core-platform-warszawa-other,"Core Platform/BSP Engineering Manager, Pixel Core Platform",Google
1402,1696,https://justjoin.it/offers/szkola-w-chmurze-product-manager-warszawa-pm,Product Manager,Szkoła w Chmurze
1403,1697,https://justjoin.it/offers/google-senior-software-engineering-manager-gemini-warszawa-pm,"Senior Software Engineering Manager, Gemini",Google
1404,1698,https://justjoin.it/offers/google-senior-staff-software-engineer-infrastructure-google-cloud-warszawa-architecture-daae695e,"Senior Staff Software Engineer, Infrastructure, Google Cloud",Google
1405,1699,https://justjoin.it/offers/google-software-engineer-iii-site-reliability-engineering-google-cloud-warszawa-devops,"Software Engineer III, Site Reliability Engineering, Google Cloud",Google
1406,1700,https://justjoin.it/offers/google-senior-software-engineer-infrastructure-google-cloud-warszawa-architecture,"Senior Software Engineer, Infrastructure, Google Cloud",Google
1407,1701,https://justjoin.it/offers/google-senior-software-engineer-ads-warszawa-javascript,"Senior Software Engineer, Ads",Google
1408,1702,https://justjoin.it/offers/google-technical-solutions-engineer-infrastructure-serverless-english--warszawa-support,"Technical Solutions Engineer, Infrastructure, Serverless (English)",Google
1409,1703,https://justjoin.it/offers/netguru-freelance-senior-ror-developer-with-js-warszawa-ruby,Freelance Senior RoR Developer with JS,Netguru
1410,1704,https://justjoin.it/offers/netguru-freelance-fullstack-developer-with-ror-react-js-warszawa-ruby,Freelance Fullstack Developer with RoR + React/JS,Netguru
1411,1705,https://justjoin.it/offers/grape-up-senior-java-cloud-developer-krakow-java,Senior Java Cloud Developer,Grape Up
1412,1706,https://justjoin.it/offers/team-up-senior-android-developer-warszawa-mobile-de28a8f4,Senior Android Developer,Team Up
1413,1707,https://justjoin.it/offers/7bulls-com-java-developer-warszawa-java,Java Developer,7bulls.com
1414,1708,https://justjoin.it/offers/olx-software-engineer-python-kotlin-react---genai-platform-poznan-python,Software Engineer (Python/Kotlin/React) - GenAI Platform,OLX
1415,1709,https://justjoin.it/offers/yosh-ai-senior-data-scientist-warszawa-data,Senior Data Scientist,Yosh.AI
1416,1716,https://justjoin.it/offers/kevin-edward-data-modeller-warszawa-analytics,Data Modeller,Kevin Edward
1417,1717,https://justjoin.it/offers/kevin-edward-devsecops-warszawa-devops,DevSecOps,Kevin Edward
1418,1718,https://justjoin.it/offers/kevin-edward-sap-s4hana-consultant-warszawa-other,SAP S4HANA Consultant,Kevin Edward
1419,1719,https://justjoin.it/offers/emagine-polska-software-developer-in-test-wroclaw-net,Software Developer in Test,emagine Polska
1420,1720,https://justjoin.it/offers/kevin-edward-d365-functional-consultant-warszawa-other,D365 Functional Consultant,Kevin Edward
1421,1721,https://justjoin.it/offers/team-up-senior-powerplatform-developer-warszawa-data,Senior PowerPlatform Developer,Team Up
1422,1722,https://justjoin.it/offers/cgi-node-js-developer-warszawa-javascript,Node.JS Developer,CGI
1423,1723,https://justjoin.it/offers/heineken-technology-specialist-digital-integration---sap-po-ci-krakow-other,Technology Specialist Digital Integration - SAP PO/CI,Heineken
1424,1724,https://justjoin.it/offers/heineken-technology-specialist-digital-integration---sap-po-ci-krakow-c,Technology Specialist Digital Integration - SAP PO/CI,Heineken
1425,1725,https://justjoin.it/offers/heineken-technology-specialist-digital-integration---azure-apim-krakow-other,Technology Specialist Digital Integration - Azure APIM,Heineken
1426,1726,https://justjoin.it/offers/avenga-senior-devops-engineer-wroclaw-devops,Senior DevOps Engineer,Avenga
1427,1727,https://justjoin.it/offers/heineken-technology-specialist-digital-integration---mulesoft-krakow-other,Technology Specialist Digital Integration - Mulesoft,Heineken
1428,1728,https://justjoin.it/offers/best-s-a--aws-cloud-devops-engineer-gdynia-devops,AWS Cloud DevOps Engineer,BEST S.A.
1429,1729,https://justjoin.it/offers/raiffeisen-bank-international-ag-senior-developer-warszawa-java,Senior Developer,Raiffeisen Bank International AG
1430,1730,https://justjoin.it/offers/hitachi-vantara-azure-solutions-architect-krakow-data,Azure Solutions Architect,Hitachi Vantara
1431,1731,https://justjoin.it/offers/hsbc-service-delivery-head-of-user-device-protection-krakow-security,Head Of User Device Protection,HSBC Service Delivery
1432,1732,https://justjoin.it/offers/hsbc-service-delivery-head-of-cloud-device-protection-krakow-security,Head of Cloud Device Protection,HSBC Service Delivery
1433,1733,https://justjoin.it/offers/hsbc-service-delivery-platform-engineer-krakow-devops,Platform Engineer,HSBC Service Delivery
1434,1734,https://justjoin.it/offers/match-trade-technologies-manual-tester-poznan-testing,Manual Tester,Match-Trade Technologies
1435,1742,https://justjoin.it/offers/hsbc-service-delivery-cybersecurity-head-of-proxies-and-remote-access-krakow-security,Cybersecurity Head of Proxies and Remote Access,HSBC Service Delivery
1436,1743,https://justjoin.it/offers/hsbc-service-delivery-head-network-observability-and-analysis-krakow-pm,Head Network Observability and Analysis,HSBC Service Delivery
1437,1744,https://justjoin.it/offers/centra-php-developer-wroc-aw-php,PHP Developer,Centra
1438,1745,https://justjoin.it/offers/leverx-middle-data-scientist-wroc-aw-python,Middle Data Scientist,LeverX
1439,1746,https://justjoin.it/offers/procter-gamble-identity-access-management-directory-services-analyst-warszawa-support,Identity & Access Management Directory Services Analyst,Procter & Gamble
1440,1747,https://justjoin.it/offers/procter-gamble-identity-access-management-directory-services-analyst-warszawa-admin,Identity & Access Management Directory Services Analyst,Procter & Gamble
1441,1748,https://justjoin.it/offers/pivotal-polska-kierownik-projektu-it-project-manager-warszawa-pm,Kierownik projektu IT/ Project Manager,Pivotal Polska
1442,1749,https://justjoin.it/offers/hiqo-solutions-embedded-software-developer-gdansk-c,Embedded Software Developer,HiQo Solutions
1443,1750,https://justjoin.it/offers/tesco-technology-product-manager---address-team-krakow-pm,Product Manager - Address Team,Tesco Technology
1444,1751,https://justjoin.it/offers/g2a-etl-engineer-team-leader-krakow-data,ETL Engineer Team Leader,G2A
1445,1752,https://justjoin.it/offers/sts-erp-specialist-katowice-erp,ERP Specialist,STS
1446,1753,https://justjoin.it/offers/smartbear-back-end-engineer-reflect-wroc-aw-scala,Back-End Engineer – Reflect,SmartBear
1447,1754,https://justjoin.it/offers/cgi-automation-tester-robot-framework,Automation Tester (Robot Framework),CGI
1448,1755,https://justjoin.it/offers/payback-product-manager,Product Owner Mobile App,PAYBACK
1449,1756,https://justjoin.it/offers/stx-next-net-developer-wroclaw-334730,Senior .NET Developer,STX Next
1450,1757,https://justjoin.it/offers/link-group-devops-azure-aws--warszawa-devops,DevOps (Azure/AWS),Link Group
1451,1758,https://justjoin.it/offers/volt-senior-java-software-engineer-krakow-java,Senior Java Software Engineer,VOLT
1452,1759,https://justjoin.it/offers/itlt-r-support-engineer-warszawa-ai,R Support / Engineer,ITLT
1453,1767,https://justjoin.it/offers/navblue-solution-architect-gdansk-architecture,Solution Architect,Navblue
1454,1768,https://justjoin.it/offers/navblue-software-developer-gdansk-testing,Software Developer,Navblue
1455,1769,https://justjoin.it/offers/madkom-sa-fullstack-developer-gdynia-php,Fullstack Developer,MADKOM SA
1456,1770,https://justjoin.it/offers/google-senior-software-engineer-full-stack-warszawa-javascript,"Senior Software Engineer, Full Stack",Google
1457,1771,https://justjoin.it/offers/craftware-technical-engineer-with-sinequa-warszawa-other,Technical Engineer with Sinequa,Craftware
1458,1772,https://justjoin.it/offers/google-cloud-technical-solutions-engineer-infrastructure-compute-english--warszawa-support,"Cloud Technical Solutions Engineer, Infrastructure Compute (English)",Google
1459,1773,https://justjoin.it/offers/google-senior-software-engineer-infrastructure-privacy-sandbox-krakow-devops,"Senior Software Engineer, Infrastructure, Privacy Sandbox",Google
1460,1774,https://justjoin.it/offers/google-senior-software-engineer-chromeos-krakow-javascript,"Senior Software Engineer, ChromeOS",Google
1461,1775,https://justjoin.it/offers/google-product-support-engineer-warszawa-support-d82215ee,Product Support Engineer,Google
1462,1776,https://justjoin.it/offers/google-software-engineer-ii-google-cloud-warszawa-python-fe4f790e,"Software Engineer II, Google Cloud",Google
1463,1777,https://justjoin.it/offers/alior-bank-sa-business-and-system-analyst-krakow-analytics,Business and System Analyst,Alior Bank SA
1464,1778,https://justjoin.it/offers/google-senior-software-engineer-google-kubernetes-engine-warszawa-go,"Senior Software Engineer, Google Kubernetes Engine",Google
1465,1779,https://justjoin.it/offers/google-embedded-software-engineer-chrome-browser-early-career-warszawa-c-91ddb11d,"Embedded Software Engineer, Chrome Browser, Early Career",Google
1466,1780,https://justjoin.it/offers/google-technical-program-manager-infrastructure-storage-google-cloud-warszawa-pm-0b2428a6,"Technical Program Manager, Infrastructure Storage, Google Cloud",Google
1467,1781,https://justjoin.it/offers/google-senior-software-engineer-generative-ai-warszawa-ai,"Senior Software Engineer, Generative AI",Google
1468,1782,https://justjoin.it/offers/opera-software-frontend-development-intern-wroclaw-javascript,Frontend Development Intern,Opera Software
1469,1783,https://justjoin.it/offers/omni-calculator-devops-engineer-part-time-remote--krakow-devops,DevOps Engineer (part-time) (remote),Omni Calculator
1470,1784,https://justjoin.it/offers/hrk-backend-engineer-warszawa-java,Backend Engineer,HRK
1471,1791,https://justjoin.it/offers/smartbear-team-leader-development-manager---reflect-generativeai--wroclaw-ai,Team Leader/Development Manager – Reflect (GenerativeAI),SmartBear
1472,1792,https://justjoin.it/offers/ardentcode-software-engineer-genai---innovation-team--warszawa-ai,Software Engineer (GenAI - Innovation Team),ArdentCode
1473,1793,https://justjoin.it/offers/link-group-senior-lead-ai-test-automation-engineer-warszawa-ai,Senior/Lead AI Test Automation Engineer,Link Group
1474,1794,https://justjoin.it/offers/cksource-senior-software-engineer-ai-enthusiast-warszawa-ai,Senior Software Engineer / AI Enthusiast,CKSource
1475,1795,https://justjoin.it/offers/softserve-senior-data-scientist-generative-ai-wroclaw-ai,Senior Data Scientist Generative AI,SoftServe
1476,1796,https://justjoin.it/offers/j-labs-senior-data-ai-consultant-genai--krakow-ai-8bb43b0d,Senior Data & AI Consultant (GenAI),j-labs
1477,1797,https://justjoin.it/offers/sigmoidal-senior-ai-consultant-wroclaw-ai,Senior AI Consultant,Sigmoidal
1478,1798,https://justjoin.it/offers/sigmoidal-senior-ai-software-engineer-python--warszawa-ai,Senior AI Software Engineer (Python),Sigmoidal
1479,1799,https://justjoin.it/offers/link-group-senior-ai-model-developer-warszawa-ai,Senior AI Model Developer,Link Group
1480,1800,https://justjoin.it/offers/manpower-experis-senior-ai-ml-engineer-wroclaw-ai,Senior AI / ML Engineer,Manpower Experis
1481,1801,https://justjoin.it/offers/intersynergy-it-project-manager-lodz-pm,IT Project Manager,InterSynergy
1482,1802,https://justjoin.it/offers/intersynergy-front-end-developer-lodz-javascript,Front-end Developer,InterSynergy
1483,1803,https://justjoin.it/offers/intersynergy-php-developer-lodz-php,PHP Developer,InterSynergy
1484,1804,https://justjoin.it/offers/intersynergy-ui-ux-designer-lodz-ux,UI/UX Designer,InterSynergy
1485,1805,https://justjoin.it/offers/espeo-software-senior-java-developer-poznan-java,Senior Java Developer,Espeo Software
1486,1806,https://justjoin.it/offers/schibsted-tech-polska-fullstack-developer-krakow-javascript,Fullstack Developer,Schibsted Tech Polska
1487,1807,https://justjoin.it/offers/silky-coders-it-specialist-krakow-support,IT Specialist,Silky Coders
1488,1808,https://justjoin.it/offers/architech-poland-sp-z-o-o--software-engineer-krakow-java,Software Engineer,Architech Poland Sp. z o.o.
1489,1809,https://justjoin.it/offers/kevin-edward-crm-developer-krakow-other,CRM Developer,Kevin Edward
1490,1817,https://justjoin.it/offers/itmagination-senior-java-developer-warszawa-java,Senior Java Developer,ITMAGINATION
1491,1818,https://justjoin.it/offers/itmagination-senior-data-engineer-warszawa-data,Senior Data Engineer,ITMAGINATION
1492,1819,https://justjoin.it/offers/xebia-sp-z-o-o---senior-frontend-developer-angular--gdansk-javascript,👉 Senior Frontend Developer (Angular),Xebia sp. z o.o.
1493,1820,https://justjoin.it/offers/kruk-s-a-senior-net-developer-angular--wroclaw-net,Senior .NET Developer (+Angular),KRUK S.A
1494,1821,https://justjoin.it/offers/natek-service-desk-specialist-poznan-support,Service Desk Specialist,NATEK
1495,1822,https://justjoin.it/offers/dmtech-polska-sap-consultant-identity-management-z-j-niemieckim-sap-security--wroclaw-erp,SAP Consultant Identity Management z j.niemieckim (SAP Security),dmTECH Polska
1496,1823,https://justjoin.it/offers/experis-manpower-group-snowflake-solution-architect-warszawa-data,Snowflake Solution Architect,Experis Manpower Group
1497,1824,https://justjoin.it/offers/cshark-sap-abap-developer-wroclaw-other,SAP ABAP Developer,CSHARK
1498,1825,https://justjoin.it/offers/avsystem-technical-product-manager---embedded-krakow-pm-93a415e8,Technical Product Manager - Embedded,AVSystem
1499,1826,https://justjoin.it/offers/crestt-devops-engineer-kubernetes--warszawa-devops,DevOps Engineer (Kubernetes),Crestt
1500,1827,https://justjoin.it/offers/perfect-gym-solutions-it-specialist-warszawa-support,IT Specialist,Perfect Gym Solutions
1501,1828,https://justjoin.it/offers/cgi--it-architect--warszawa-architecture,💻 IT Architect 💻,CGI
1502,1829,https://justjoin.it/offers/link-mobility-backend-developer-php--gliwice-php-6194a0c3,Backend Developer (PHP),LINK Mobility
1503,1830,https://justjoin.it/offers/electrolux-group-senior-android-developer-digital-experience-platform-warszawa-mobile,Senior Android Developer | Digital Experience Platform,Electrolux Group
1504,1831,https://justjoin.it/offers/electrolux-group-senior-ios-developer-digital-experience-platform-warszawa-mobile,Senior iOS Developer | Digital Experience Platform,Electrolux Group
1505,1832,https://justjoin.it/offers/strive-sp-z-o-o--senior-python-developer-gdansk-python,Senior Python Developer,STRIVE Sp. z o.o.
1506,1833,https://justjoin.it/offers/adform-lead-cloud-engineer-warszawa-devops,Lead Cloud Engineer,Adform
1507,1834,https://justjoin.it/offers/payback-fullstack-engineer-m-f-d--warszawa-java,Fullstack Java Engineer (m/f/d),PAYBACK
1508,1842,https://justjoin.it/offers/reply-polska-sp-z-o-o--ops-engineer-cloud-applications-katowice-support,OPS Engineer Cloud Applications,Reply Polska Sp. z o. o.
1509,1843,https://justjoin.it/offers/reply-polska-sp-z-o-o--operations-lead-katowice-support,Operations Lead,Reply Polska Sp. z o. o.
1510,1844,https://justjoin.it/offers/blockydevs-sp-z-o-o--mid-fullstack-developer-warszawa-java,Mid Fullstack Developer,BlockyDevs sp. z o.o.
1511,1845,https://justjoin.it/offers/vier-devops-engineer-poznan-devops,DevOps Engineer,VIER
1512,1846,https://justjoin.it/offers/xtb-senior-java-developer-warszawa-java,Senior Java Developer,XTB
1513,1847,https://justjoin.it/offers/gameseal-senior-backend-developer-shopware--poznan-php,Senior backend developer (Shopware),GameSeal
1514,1848,https://justjoin.it/offers/baloise-solution-hub-guidewire-claim-center-engineer,Guidewire Claim Center Engineer,Baloise Solution Hub
1515,1849,https://justjoin.it/offers/payback-product-manager-warszawa,Product Owner Mobile App,PAYBACK
1516,1850,https://justjoin.it/offers/straz-miejska-m-st-warszawy-starszy-inspektor---administrator-systemow-it-warszawa-admin,Starszy Inspektor – Administrator Systemów IT,Straż Miejska m.st. Warszawy
1517,1851,https://justjoin.it/offers/team-up-senior-software-engineer-warszawa-scala-a65b0f21,Senior Software Engineer,Team Up
1518,1852,https://justjoin.it/offers/spoton-staff-software-engineer-hospitality--krakow-go,Staff Software Engineer (Hospitality),SpotOn
1519,1853,https://justjoin.it/offers/future-mind-it-business-analyst-mid-senior,IT Business Analyst (Mid/Senior),Future Mind
1520,1854,https://justjoin.it/offers/future-mind-junior-mid-site-reliability-engineer-warszawa-support,Junior/Mid Site Reliability Engineer,Future Mind
1521,1855,https://justjoin.it/offers/fast-white-cat-it-project-manager-wroclaw-analytics,IT Project Manager,Fast White Cat
1522,1856,https://justjoin.it/offers/pixel-xl-javascript-game-developer-wroclaw-game,Javascript Game Developer,Pixel XL
1523,1857,https://justjoin.it/offers/softwareone-senior-m365-security-infrastructure-consultant-warszawa-security,Senior M365 Security & Infrastructure Consultant,SoftwareOne
1524,1858,https://justjoin.it/offers/4soft-php-developer-wroclaw-php,PHP Developer,4soft
1525,1859,https://justjoin.it/offers/connectis-solution-architect-warszawa-architecture,Solution Architect,Connectis
1526,1866,https://justjoin.it/offers/technipfmc-senior-software-quality-engineer-krakow-testing,Senior Software Quality Engineer,TechnipFMC
1527,1867,https://justjoin.it/offers/google-software-engineer-iii-google-cloud-warszawa-java,"Software Engineer III, Google Cloud",Google
1528,1868,https://justjoin.it/offers/cksource-qa-engineer-warszawa-testing,QA Engineer,CKSource
1529,1869,https://justjoin.it/offers/epam-systems-senior-python-developer-with-genai--poland-remote--ai,Senior Python Developer (with GenAI),EPAM Systems
1530,1870,https://justjoin.it/offers/epam-systems-senior-net-developer-ai-projects--poland-remote--ai,Senior .NET Developer (AI projects),EPAM Systems
1531,1871,https://justjoin.it/offers/allegro-manager-data---data-ai-warszawa-ai,"Manager, Data - Data&AI",Allegro
1532,1872,https://justjoin.it/offers/bcf-software-sp-z-o-o--senior-genai-engineer-wroclaw-ai,Senior GenAI Engineer,BCF Software Sp. z o.o.
1533,1873,https://justjoin.it/offers/bcf-software-sp-z-o-o--senior-fullstack-ai-engineer-wroclaw-ai,Senior Fullstack AI Engineer,BCF Software Sp. z o.o.
1534,1874,https://justjoin.it/offers/bcf-software-sp-z-o-o--senior-ai-developer-wroclaw-ai,Senior AI Developer,BCF Software Sp. z o.o.
1535,1875,https://justjoin.it/offers/bcf-software-sp-z-o-o--genai-agile-scrum-expert-wroclaw-ai,GenAI Agile/Scrum Expert,BCF Software Sp. z o.o.
1536,1876,https://justjoin.it/offers/aptiv-services-poland-s-a--manager---generative-ai-services-krakow-ai,Manager – Generative AI Services,Aptiv Services Poland S.A.
1537,1877,https://justjoin.it/offers/aptiv-services-poland-s-a--ai-ml-engineer-planning-behavior-adas-krakow-ai,AI/ML Engineer Planning & Behavior ADAS,Aptiv Services Poland S.A.
1538,1878,https://justjoin.it/offers/google-software-engineer-iii-machine-learning-google-cloud-ai-warszawa-ai,"Software Engineer III, Machine Learning, Google Cloud AI",Google
1539,1879,https://justjoin.it/offers/google-senior-software-engineer-gemini-cloud-ai-warszawa-ai,"Senior Software Engineer, Gemini, Cloud AI",Google
1540,1880,https://justjoin.it/offers/google-senior-data-scientist-generative-ai-google-cloud-warszawa-ai,"Senior Data Scientist, Generative AI, Google Cloud",Google
1541,1881,https://justjoin.it/offers/google-principal-specialized-software-ai-office-of-the-cto-warszawa-ai,"Principal, Specialized Software, AI, Office of the CTO",Google
1542,1882,https://justjoin.it/offers/google-engineering-manager-cloud-ai-warszawa-ai,"Engineering Manager, Cloud AI",Google
1543,1883,https://justjoin.it/offers/google-cloud-technical-solutions-engineer-ai-ml-warszawa-ai,"Cloud Technical Solutions Engineer, AI/ML",Google
1544,1884,https://justjoin.it/offers/link-group-senior-powerbi-specialist-warszawa-analytics,Senior PowerBI Specialist,Link Group
1545,1892,https://justjoin.it/offers/ework-group-ai-fullstack-engineer-warszawa-ai,AI Fullstack Engineer,Ework Group
1546,1893,https://justjoin.it/offers/pko-bank-polski-leader-techniczny-ai-ml--warszawa-ai,Leader Techniczny (AI/ML),PKO Bank Polski
1547,1894,https://justjoin.it/offers/pko-bank-polski-lead-ai-engineer-warszawa-ai,Lead AI Engineer,PKO Bank Polski
1548,1895,https://justjoin.it/offers/pko-bank-polski-ai-engineer-warszawa-ai,AI Engineer,PKO Bank Polski
1549,1896,https://justjoin.it/offers/silky-coders-ai-prompt-engineer-gdansk-ai,AI Prompt Engineer,Silky Coders
1550,1897,https://justjoin.it/offers/silky-coders-ai-solution-architect-gdansk-ai,AI Solution Architect,Silky Coders
1551,1898,https://justjoin.it/offers/bec-poland-ai-engineer-warszawa-ai,AI Engineer,BEC Poland
1552,1899,https://justjoin.it/offers/antal-sp-z-o-o--ai-developer-warszawa-ai,AI Developer,Antal Sp. z o.o.
1553,1900,https://justjoin.it/offers/lingaro-ai-cloud-architect-warszawa-ai,AI Cloud Architect,Lingaro
1554,1901,https://justjoin.it/offers/accenture-data-scientist-in-data-ai-warszawa-ai,Data Scientist in Data&AI,Accenture
1555,1902,https://justjoin.it/offers/cshark-senior-fullstack-developer-net-angular--wroclaw-net-c7b625f5,Senior Fullstack Developer (.NET + Angular),CSHARK
1556,1903,https://justjoin.it/offers/silky-coders-data-scientist-gdansk-data-ac73b3ef,Data Scientist,Silky Coders
1557,1904,https://justjoin.it/offers/arla-sap-ci-developer-gdansk-erp,SAP CI Developer,Arla
1558,1905,https://justjoin.it/offers/mozaiq-senior-ux-ui-designer-krakow-ux,Senior UX/UI Designer,Mozaiq
1559,1906,https://justjoin.it/offers/itmagination-senior-automation-engineer-warszawa-testing,Senior Automation Engineer,ITMAGINATION
1560,1907,https://justjoin.it/offers/itmagination-java-developer-warszawa-java-d4e2cad1,Java Developer,ITMAGINATION
1561,1908,https://justjoin.it/offers/sigmoidal-llm-engineer-wroclaw-data,LLM Engineer,Sigmoidal
1562,1909,https://justjoin.it/offers/coffee-mug-node-js-developer-katowice-javascript-1658fada,Node.js Developer,Coffee Mug
1563,1917,https://justjoin.it/offers/alior-bank-sa-cybersecurity-expert-warszawa-security,Cybersecurity Expert,Alior Bank SA
1564,1918,https://justjoin.it/offers/banqsoft-scrum-master-gdansk-pm,Scrum Master,Banqsoft
1565,1919,https://justjoin.it/offers/cluepoints-senior-test-engineer-warszawa-testing,Senior Test Engineer,CluePoints
1566,1920,https://justjoin.it/offers/silky-coders-software-engineer-gdansk-mobile-082dd3a4,Software Engineer,Silky Coders
1567,1921,https://justjoin.it/offers/codilime-mid-senior-sonic-software-engineer-warszawa-c-62938d97,Mid/Senior SONiC Software Engineer,CodiLime
1568,1922,https://justjoin.it/offers/samsung-r-d-institute-poland-senior-ml-product-manager-in-samsung-ads-project-warszawa-pm,Senior ML Product Manager in Samsung Ads Project,Samsung R&D Institute Poland
1569,1923,https://justjoin.it/offers/samsung-r-d-institute-poland-data-scientist-in-samsung-ads-project-warszawa-data,Data Scientist in Samsung Ads Project,Samsung R&D Institute Poland
1570,1924,https://justjoin.it/offers/samsung-r-d-institute-poland-mlops-engineer-in-samsung-ads-project-warszawa-data,MLOps Engineer in Samsung Ads Project,Samsung R&D Institute Poland
1571,1925,https://justjoin.it/offers/samsung-r-d-institute-poland-machine-learning-engineer-in-samsung-ads-project-warszawa-data,Machine Learning Engineer in Samsung Ads Project,Samsung R&D Institute Poland
1572,1926,https://justjoin.it/offers/primaris-regular-fullstack-java-developer-insurance--warszawa-java,Regular Fullstack/Java Developer (insurance),Primaris
1573,1927,https://justjoin.it/offers/atende-industries-starszy-programista-java-warszawa-java,Starszy Programista Java,Atende Industries
1574,1928,https://justjoin.it/offers/atende-industries-tester-aplikacji-warszawa-testing,Tester Aplikacji,Atende Industries
1575,1929,https://justjoin.it/offers/viator-senior-software-engineer---backend-krakow-java,Senior Software Engineer - Backend,VIATOR
1576,1930,https://justjoin.it/offers/viator-senior-software-engineer---full-stack-krakow-java,Senior Software Engineer - Full Stack,VIATOR
1577,1931,https://justjoin.it/offers/codilime-senior-network-security-engineer-with-python-warszawa-security-18cc12f5,Senior Firewall Engineer with Python,CodiLime
1578,1932,https://justjoin.it/offers/britenet-leader-java-developer-e-mobility--lublin-java,Leader Java Developer (e-mobility),Britenet
1579,1933,https://justjoin.it/offers/centrum-medyczne-luxmed-mid-full-stack-php-developer,Mid Full Stack PHP Developer,Centrum Medyczne Luxmed
1580,1934,https://justjoin.it/offers/greenminds-sp-z-o-o--koordynator-operacyjny-erp-bydgoszcz-erp,Koordynator Operacyjny ERP,GreenMinds Sp. z o.o.
1581,1941,https://justjoin.it/offers/allegro-product-manager---dex-engine-data-warszawa-pm,Product Manager - DEX Engine Data,Allegro
1582,1942,https://justjoin.it/offers/allegro-business-applications-specialist---sap-sd-poznan-erp,Business Applications Specialist - SAP SD,Allegro
1583,1943,https://justjoin.it/offers/omada-fullstack-developer-warszawa-net,Fullstack Developer,Omada
1584,1944,https://justjoin.it/offers/kevin-edward-support-consultant---brussels-bruksela-support,Support Consultant - Brussels,Kevin Edward
1585,1945,https://justjoin.it/offers/brown-brothers-harriman-senior-security-tech-analyst-krakow-architecture,Senior Security Tech Analyst,Brown Brothers Harriman
1586,1946,https://justjoin.it/offers/egnyte-poland-qa-automation-engineer-poznan-testing-014f3fcb,QA Automation Engineer,Egnyte Poland
1587,1947,https://justjoin.it/offers/wizards-of-the-coast-senior-software-engineer-warszawa-game,Senior Software Engineer,Wizards of the Coast
1588,1948,https://justjoin.it/offers/fingoweb-project-manager-krakow-pm,Project Manager,Fingoweb
1589,1949,https://justjoin.it/offers/backbase-senior-system-engineer-krakow-devops,Senior System Engineer,Backbase
1590,1950,https://justjoin.it/offers/gr8-tech-middle-qa-engineer-for-payments-team-poland-remote--testing,Middle QA Engineer for Payments Team,GR8 Tech
1591,1951,https://justjoin.it/offers/miquido-senior-javascript-developer-vue--krakow-javascript,Senior Javascript Developer (Vue),Miquido
1592,1952,https://justjoin.it/offers/scanfil-poland-sp-z-o-o--software-engineer-sieradz-net-9d4fcc50,Software Engineer,Scanfil Poland sp. z o.o.
1593,1953,https://justjoin.it/offers/miquido-senior-tech-lead-front-end-developer-angular-vue--krakow-javascript,Senior Fullstack Developer,Miquido
1594,1954,https://justjoin.it/offers/bluestone-pim-experienced-java-developer-gdansk-java,Experienced Java Developer,Bluestone PIM
1595,1955,https://justjoin.it/offers/itmagination-fullstack-java-developer-warszawa-java-159a4945,Fullstack Java Developer,ITMAGINATION
1596,1956,https://justjoin.it/offers/rits-professional-services-c-developer-warszawa-c,C++ Developer,RITS Professional Services
1597,1957,https://justjoin.it/offers/findev-senior-database-engineer-krakow-data,Senior Database Engineer,FinDev
1598,1958,https://justjoin.it/offers/spyrosoft-qt-qml-software-engineer-wroclaw-c,Qt/QML Software Engineer,Spyrosoft
1599,1959,https://justjoin.it/offers/tietoevry-regular-software-engineer-c-embedded-m-f-d--wroclaw-c,Regular Software Engineer-C/Embedded (m/f/d),Tietoevry
1600,1967,https://justjoin.it/offers/opensignal-ios-developer-warszawa-mobile,iOS Developer,Opensignal
1601,1968,https://justjoin.it/offers/antal-sp-z-o-o--ux-ui-developer-warszawa-ux,UX/UI Developer,Antal Sp. z o.o.
1602,1969,https://justjoin.it/offers/eviden-app-maintenance-specialist-with-azure-wroclaw-admin,App Maintenance Specialist with Azure,Eviden
1603,1970,https://justjoin.it/offers/gmv-mission-analysis-engineer-warszawa-data,Mission Analysis Engineer,GMV
1604,1971,https://justjoin.it/offers/xplus-sa-devops-team-leader-warszawa-devops,DevOps Team Leader,XPLUS SA
1605,1972,https://justjoin.it/offers/j-labs-mlops-engineer-krakow-devops,MLOps Engineer,j-labs
1606,1973,https://justjoin.it/offers/acaisoft-golang-developer-with-python-warszawa-go,Golang Developer with Python,Acaisoft
1607,1974,https://justjoin.it/offers/euroclear-devops-engineer---infrastructure-designer-delivery-specialist-krakow-devops-d9d37f54,DevOps Engineer – Infrastructure Designer & Delivery Specialist,Euroclear
1608,1975,https://justjoin.it/offers/gr8-tech-aml-compliance-manager-poland-remote--pm,AML Compliance Manager,GR8 Tech
1609,1976,https://justjoin.it/offers/collabera-digital-build-engineer-bazel-cmake--gdansk-c,Build Engineer (Bazel/CMake),Collabera Digital
1610,1977,https://justjoin.it/offers/pko-bp-finat-architekt-testow-warszawa-testing,Architekt Testów,PKO BP Finat
1611,1978,https://justjoin.it/offers/netguru-ngp-senior-qa-engineer-warszawa-testing,NGP (Senior) QA Engineer,Netguru
